id,sort,dc_title,dc_description,dc_creator,iiif_service
6cd4cb32-ead9-4f3e-afda-cfa3ea2f8e62,31,"Farmers' Directory of Saratoga Township; Page 30: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/412/info.json
c448f926-f97e-407f-9355-23eb09b80d4a,32,"Map of Saratoga Township: Township 105 N, Range 10 W of the 5th PM.; Page 31: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/413/info.json
386ead28-2b64-43b0-9a61-4ebb4622cab2,33,"Farmers' Directory of Fremont Township; Page 32: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/414/info.json
0a2c58fe-9750-41f8-b7c0-34d53a85d47c,34,"Map of Fremont Township: Township 105 N, Range 9 W of the 5th PM.; Page 33: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/415/info.json
d268da86-637a-4427-b8b5-fdcfac1ccdc8,35,"Farmers' Directory of Hart Township; Page 34: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/416/info.json
cb200236-8b4c-4a8b-b5c9-45019e26c049,36,"Map of Hart Township: Township 105 N, Range 8 W of the 5th PM.; Page 35: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/417/info.json
ca405c4b-1fcd-49ba-b961-8c0035108ab0,37,"Farmers' Directory of Wiscoy Township; Page 36: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/418/info.json
9e41935f-4142-4a5a-8293-a0a7086e652e,38,"Map of Wiscoy Township: Township 105 N, Range 7 W of the 5th PM.; Page 37: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/419/info.json
c18d5604-80da-4906-bdcb-0e972ec9708c,39,"Farmers' Directory of Pleasant Hill Township; Page 38: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/420/info.json
69327b3d-9880-4b7a-9d2a-b296d3a35186,40,"Map of Pleasant Hill Township: Township 105 N, Range 6 W of the 5th PM.; Page 39: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/421/info.json
d2e43099-37b5-4c7f-8e17-de1e3f01b74a,41,"Farmers' Directory of New Hartford Township; Page 40: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/422/info.json
ccefc7cf-3ed2-4786-9794-3fda375d9def,42,"Map of New Hartford Township: Township 105 N, Range 5 W of the 5th PM.; Page 41: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/423/info.json
5e8bb1a9-3d7c-48ce-be84-799d5eb09d83,43,"Farmers' Directory of Dresbach Township; Page 42: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/424/info.json
09787ae6-55ca-43e0-9a95-fecab2d8f343,44,"Map of Dresbach Township: Township 105 N, Range 4 W of the 5th PM.; Page 43: Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/425/info.json
638058a6-a760-4a16-aa18-2ff93d2ace90,45,"Blank Page; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/426/info.json
2fa8b57d-0371-4892-96d0-030d68d33958,46,"Location with Population of all Incorporated Towns in Minnesota; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/427/info.json
87987427-60df-4543-aa18-6fd77f320026,47,"Map of Minnesota; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/428/info.json
31a10959-edf1-47eb-9718-bc1b57782d7e,48,"Index of all the Chief Towns and Cities of over 2000 in the United States; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/429/info.json
0602ff68-46a1-4037-82a2-76953d8de923,49,"Index of all the Chief Towns and Cities of over 2000 in the United States; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/430/info.json
b68e74a0-004e-4ffe-8e8a-5d1cf736da43,50,"Map of the United States; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/431/info.json
2d469bd6-9407-4ba3-ae35-a7a18409ae9e,51,"Index of all the Chief Towns and Cities of over 2000 in the United States; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/432/info.json
645b30b3-f3dd-45be-924e-97be846cd21b,52,"Rear Pastedown; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/433/info.json
3a5a116b-b320-4228-99c6-be9340316966,53,"Rear Cover; Atlas and farmers' directory of Winona County, Minnesota, 1914",,Webb Publishing Co.,https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/434/info.json
