id,sort,dc_title,dc_description,dc_creator,iiif_service
6f5784a5-f459-4cee-8972-284ef5e0a1af,81,"Platted Property in Orono Township; Page 72: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1342/info.json
58084d14-8298-48c6-9a3f-bb6a226c9dbb,82,"Platted Property in Orono Township; Page 73: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1343/info.json
a985fc5a-de91-4cbb-b6a3-59161f6e92f5,83,"Platted Property in Orono Township; Page 74: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1344/info.json
9b829ef2-2593-4140-b39c-9afbe7cd5a33,84,"Village of Osseo; Page 75: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1345/info.json
0228df7a-afb4-46d2-b82e-0a40b5ca39c1,85,"Village of Osseo; Page 76: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1346/info.json
db226081-569c-4b12-b5bf-dc0e7647151e,86,"Plat of Plymouth: Township 118 N; Range 22 W of the 5th PM.; Page 77: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1347/info.json
e07fbfb7-437e-4d22-bd4b-77f215215933,87,"Platted Property in Plymouth Township; Page 78: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1348/info.json
7de641ff-e334-4552-b1f5-7cc80f6c6ec8,88,"Village of Richfield: Township 28 N; Range 23 & 24 W of the 4th PM.; Page 79: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1349/info.json
f9266b50-04f5-42ab-9888-4896d361aef9,89,"Village of Richfield: Township 28 N; Range 23 & 24 W of the 4th PM.; Page 80: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1350/info.json
3f3a75cf-6a72-441e-8f5b-7de0e7d45993,90,"Platted Property in Village of Richfield; Page 81: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1351/info.json
6813fba9-76f6-408e-aa9b-8c4abfeadbad,91,"Platted Property in Village of Richfield; Page 82: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1352/info.json
e2df8f01-dd70-43a0-9366-7c3652f02e17,92,"Platted Property in Village of Richfield; Page 83: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1353/info.json
cf8de29a-848f-40a9-bf0f-fe3f8374e666,93,"Platted Property in Village of Richfield; Page 84: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1354/info.json
576fa0e8-a507-41f4-b980-04cac3ece1ea,94,"Village of Robbinsdale: Township 118 N; Range 21 W of the 5th PM. / Township 29 N; Range 24 W of the 4th PM.; Page 85: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1355/info.json
48f82416-256b-486f-b96a-bf3ec8dec6aa,95,"Village of Robbinsdale: Township 118 N; Range 21 W of the 5th PM. / Township 29 N; Range 24 W of the 4th PM. and Crystal Lake Heights; Page 86: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1356/info.json
d2f89ba4-37d9-40ab-a215-6808be102b65,96,"Plat of St Anthony: Township 29 N; Range 23 W of the 4th PM.; Page 87: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1357/info.json
ade2bf15-bc96-4070-816e-77cc697ad61f,97,"Village of St Bonifacius: Township 117 N; Range 24 W of the 5th PM.; Page 88: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1358/info.json
4af7f99f-25ca-4c6e-a9b3-59ed64004d05,98,"Village of St Louis Park: Township 117 N; Range 21 W of the 5th PM. / Township 28 & 29 N; Range 24 W of the 4th PM.; Page 89: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1359/info.json
8c3aebf8-f729-4afb-97e1-25f6442f5419,99,"Village of St Louis Park: Township 117 N; Range 21 W of the 5th PM. / Township 28 & 29 N; Range 24 W of the 4th PM.; Page 90: Atlas of Hennepin County, Minnesota, 1913",,"Westby, P. O.",https://cdm16022.contentdm.oclc.org/digital/iiif/p16022coll231/1360/info.json
